task_id,file_id,sentence,tokens_id,publisher,source,1. What is your perceived reliability of this source of information?,1. Optional Comments:,1. worker_id,2. What is your perceived reliability of this source of information?,2. Optional Comments:,2. worker_id,3. What is your perceived reliability of this source of information?,3. Optional Comments:,3. worker_id,4. What is your perceived reliability of this source of information?,4. Optional Comments:,4. worker_id,5. What is your perceived reliability of this source of information?,5. Optional Comments:,5. worker_id,6. What is your perceived reliability of this source of information?,6. Optional Comments:,6. worker_id,7. What is your perceived reliability of this source of information?,7. Optional Comments:,7. worker_id,8. What is your perceived reliability of this source of information?,8. Optional Comments:,8. worker_id,9. What is your perceived reliability of this source of information?,9. Optional Comments:,9. worker_id,10. What is your perceived reliability of this source of information?,10. Optional Comments:,10. worker_id
9005df96-939e-4ec5-9c28-ce88be32b772,Child-Health-Safety_20170626T115833.conll.annot,100,56 57 58 59 60 61 62 63 64 65 66,________________Child Health Safety_________________,"[ 10 times overdiagnosed , CDR Weekly , PHLS 12:26 ]",3 - The source is potentially reliable,"",AH74XWK3GPFR,2 - The source is somewhat unreliable,"",K4GKD97M6XT4,2 - The source is somewhat unreliable,"",3MEG6THYHV69,I don't know.,"",QEZAEMV2WF9D,3 - The source is potentially reliable,"",VKJ2WV7P7ZTA,4 - The source is somewhat reliable,"",NFN2M74RPJ2Q,4 - The source is somewhat reliable,"",MDJFDCCJ3JMA,I don't know.,"",XJKGQQWFXKTX,I don't know.,"",TC6999WXZFAN,3 - The source is potentially reliable,"",D69JPMAFP9GP
999c9311-7a30-42d9-861e-7bac738db793,fodors-com_20161027T194550.conll.annot,72,29 30 31,www.fodors.com,' easytraveler ',3 - The source is potentially reliable,"",AH74XWK3GPFR,4 - The source is somewhat reliable,"",APKAYMEPJ3TR,3 - The source is potentially reliable,"",VPA49GVE9GAV,2 - The source is somewhat unreliable,"",3MEG6THYHV69,4 - The source is somewhat reliable,"",QEZAEMV2WF9D,4 - The source is somewhat reliable,"",K4GKD97M6XT4,3 - The source is potentially reliable,"",VKJ2WV7P7ZTA,3 - The source is potentially reliable,"",XJKGQQWFXKTX,I don't know.,"",TC6999WXZFAN,3 - The source is potentially reliable,"",DQF4H44Q9Y7G
6f31946c-5dad-458d-8602-369af4ed263f,NaturalNews_20170707T040258.conll.annot,52,8 9,NaturalNews,many people,2 - The source is somewhat unreliable,"",HJGTECR3QR7R,1 - The source is totally unreliable,"",MQCV6WZGCDX4,2 - The source is somewhat unreliable,"",HJQ7NZ6P7XYW,4 - The source is somewhat reliable,"",EN6ADV6KQJXP,2 - The source is somewhat unreliable,"",K4GKD97M6XT4,1 - The source is totally unreliable,"",AH74XWK3GPFR,2 - The source is somewhat unreliable,"",APKAYMEPJ3TR,2 - The source is somewhat unreliable,"",3MEG6THYHV69,2 - The source is somewhat unreliable,"",VKJ2WV7P7ZTA,2 - The source is somewhat unreliable,"",TC6999WXZFAN
2bdcfa6b-1e54-41fd-95f6-c15b2eb14a9e,thinktwice-com_20170627T225319.conll.annot,36,1 2 3,www.thinktwice.com,The medical community,3 - The source is potentially reliable,"",Z6J69GNZYEXY,4 - The source is somewhat reliable,"",NZ94FAVGWEPR,3 - The source is potentially reliable,"",76VNAHQ9VAC3,2 - The source is somewhat unreliable,"",64AFFXCKWR7N,2 - The source is somewhat unreliable,"",Q32F23EXZVKA,1 - The source is totally unreliable,"",Z99F437AMJC2,1 - The source is totally unreliable,"",2VHW4RE6AKTN,3 - The source is potentially reliable,"",MQCV6WZGCDX4,4 - The source is somewhat reliable,"",EN6ADV6KQJXP,1 - The source is totally unreliable,"",XJKGQQWFXKTX
68edd02d-f0aa-4a70-b490-4eec745d86b3,en-wikipedia-org_20170519T045515.conll.annot,35,1 2,en.wikipedia.org,Its authors,3 - The source is potentially reliable,"",Z6J69GNZYEXY,3 - The source is potentially reliable,"",NZ94FAVGWEPR,2 - The source is somewhat unreliable,"",76VNAHQ9VAC3,1 - The source is totally unreliable,"",Q32F23EXZVKA,3 - The source is potentially reliable,"",2VHW4RE6AKTN,3 - The source is potentially reliable,"",MQCV6WZGCDX4,4 - The source is somewhat reliable,"",EN6ADV6KQJXP,4 - The source is somewhat reliable,"",HJQ7NZ6P7XYW,3 - The source is potentially reliable,"",APKAYMEPJ3TR,3 - The source is potentially reliable,"",MDJFDCCJ3JMA
82628277-5096-45da-8b42-678c77b715da,reasonable-hank_20170912T094538.conll.annot,27,595,reasonable hank,Wakefield,2 - The source is somewhat unreliable,"",HJGTECR3QR7R,I don't know.,"",HJQ7NZ6P7XYW,1 - The source is totally unreliable,"",EN6ADV6KQJXP,1 - The source is totally unreliable,"",VPA49GVE9GAV,3 - The source is potentially reliable,"",TZF9ZHYFXAXZ,2 - The source is somewhat unreliable,"",AH74XWK3GPFR,2 - The source is somewhat unreliable,"",APKAYMEPJ3TR,5 - The source is fully reliable,"",K4GKD97M6XT4,3 - The source is potentially reliable,"",QEZAEMV2WF9D,2 - The source is somewhat unreliable,"",MDJFDCCJ3JMA
884314e8-73be-4301-a5d6-0a417c8c0419,immunise-health-gov-au_20170626T104650.conll.annot,205,47 48 49 50 51 52 53 54 55 56,www.immunise.health.gov.au,The World Health Organization Global Advisory Committee on Vaccine Safety,4 - The source is somewhat reliable,"",HJQ7NZ6P7XYW,5 - The source is fully reliable,"",AH74XWK3GPFR,5 - The source is fully reliable,"",APKAYMEPJ3TR,5 - The source is fully reliable,"",TZF9ZHYFXAXZ,5 - The source is fully reliable,"",VPA49GVE9GAV,5 - The source is fully reliable,"",QEZAEMV2WF9D,5 - The source is fully reliable,"",3MEG6THYHV69,5 - The source is fully reliable,"",NFN2M74RPJ2Q,1 - The source is totally unreliable,"",VKJ2WV7P7ZTA,5 - The source is fully reliable,"",MDJFDCCJ3JMA
4498006f-8e0b-4101-8a3d-196403dcf605,en-wikipedia-org_20170615T120212.conll.annot,118,13 14 15 16,en.wikipedia.org,most public health officials,3 - The source is potentially reliable,"",Z6J69GNZYEXY,4 - The source is somewhat reliable,"",NZ94FAVGWEPR,4 - The source is somewhat reliable,"",76VNAHQ9VAC3,4 - The source is somewhat reliable,"",PMHQP37NEY6W,4 - The source is somewhat reliable,"",Z99F437AMJC2,2 - The source is somewhat unreliable,"",2VHW4RE6AKTN,4 - The source is somewhat reliable,"",HJGTECR3QR7R,4 - The source is somewhat reliable,"",64AFFXCKWR7N,3 - The source is potentially reliable,"",HJQ7NZ6P7XYW,4 - The source is somewhat reliable,"",VKJ2WV7P7ZTA
2c639e8b-eab5-42de-b6ad-2ea3d8f0e53b,VaxTruth-org_20170606T065016.conll.annot,84,1 2 3 4 5 6 7 8 9,VaxTruth.org,Measles outbreak in a fully immunized secondary-school population .,2 - The source is somewhat unreliable,"",Z6J69GNZYEXY,3 - The source is potentially reliable,"",NZ94FAVGWEPR,2 - The source is somewhat unreliable,"",PMHQP37NEY6W,2 - The source is somewhat unreliable,"",2VHW4RE6AKTN,2 - The source is somewhat unreliable,"",64AFFXCKWR7N,5 - The source is fully reliable,"",EN6ADV6KQJXP,2 - The source is somewhat unreliable,"",HJQ7NZ6P7XYW,3 - The source is potentially reliable,"",APKAYMEPJ3TR,1 - The source is totally unreliable,"",3MEG6THYHV69,1 - The source is totally unreliable,"",VKJ2WV7P7ZTA
7aeb6548-fec2-4f53-bcc8-5e68f0e34215,mirror_20170321T120113.conll.annot,14,1 2 3 4 5 6 7 8,mirror,The US Centres for Disease Control and Prevention,4 - The source is somewhat reliable,"",Z6J69GNZYEXY,2 - The source is somewhat unreliable,"",Z99F437AMJC2,5 - The source is fully reliable,"",MQCV6WZGCDX4,3 - The source is potentially reliable,"",EN6ADV6KQJXP,3 - The source is potentially reliable,"",HJQ7NZ6P7XYW,4 - The source is somewhat reliable,"",AH74XWK3GPFR,4 - The source is somewhat reliable,"",TZF9ZHYFXAXZ,3 - The source is potentially reliable,"",APKAYMEPJ3TR,5 - The source is fully reliable,"",3MEG6THYHV69,2 - The source is somewhat unreliable,"",QEZAEMV2WF9D
3593d15e-b884-4f8b-be50-108122d80acb,NaturalNews_20170704T132504.conll.annot,80,4 5 6 7 8 9 10 11 12 13 14 15 16 17,NaturalNews,"Dr. Charles Arntzen , head of The Biodesign Institute for Infectious Diseases and Vaccinology",3 - The source is potentially reliable,"",Z6J69GNZYEXY,5 - The source is fully reliable,"",76VNAHQ9VAC3,4 - The source is somewhat reliable,"",PMHQP37NEY6W,1 - The source is totally unreliable,"",2VHW4RE6AKTN,3 - The source is potentially reliable,"",Q32F23EXZVKA,1 - The source is totally unreliable,"",Z99F437AMJC2,5 - The source is fully reliable,"",HJGTECR3QR7R,5 - The source is fully reliable,"",MQCV6WZGCDX4,4 - The source is somewhat reliable,"",HJQ7NZ6P7XYW,3 - The source is potentially reliable,"",3MEG6THYHV69
76ffa423-e223-42fe-9546-4bfcb79c866a,NPR-org_20171001T221620.conll.annot,41,3 4 5 6 7 8,NPR.org,the Red Cross in South Sudan,5 - The source is fully reliable,"",NZ94FAVGWEPR,5 - The source is fully reliable,"",PMHQP37NEY6W,5 - The source is fully reliable,"",Q32F23EXZVKA,5 - The source is fully reliable,"",2VHW4RE6AKTN,5 - The source is fully reliable,"",VPA49GVE9GAV,5 - The source is fully reliable,"",AH74XWK3GPFR,5 - The source is fully reliable,"",TZF9ZHYFXAXZ,4 - The source is somewhat reliable,"",APKAYMEPJ3TR,5 - The source is fully reliable,"",K4GKD97M6XT4,5 - The source is fully reliable,"",QEZAEMV2WF9D
2b8639ab-930d-47ed-bd11-958d2cce845e,Skeptical-Raptor_20170628T161832.conll.annot,170,1 2 3 4 5 6 7 8 9,Skeptical Raptor,"A recent study done in Ontario , Canada ,",3 - The source is potentially reliable,"",76VNAHQ9VAC3,4 - The source is somewhat reliable,"",64AFFXCKWR7N,3 - The source is potentially reliable,"",PMHQP37NEY6W,3 - The source is potentially reliable,"",Q32F23EXZVKA,3 - The source is potentially reliable,"",HJGTECR3QR7R,1 - The source is totally unreliable,"",Z99F437AMJC2,4 - The source is somewhat reliable,"",MQCV6WZGCDX4,1 - The source is totally unreliable,"",EN6ADV6KQJXP,2 - The source is somewhat unreliable,"",HJQ7NZ6P7XYW,1 - The source is totally unreliable,"",QEZAEMV2WF9D
13c6d76f-2e6b-4a2d-b58e-5da211a216aa,Banning-Beaumont-CA-Patch_20150812T082915.conll.annot,8,30 31,Banning-Beaumont CA Patch,the researchers,2 - The source is somewhat unreliable,"",Z6J69GNZYEXY,3 - The source is potentially reliable,"",76VNAHQ9VAC3,I don't know.,"",Z99F437AMJC2,4 - The source is somewhat reliable,"",PMHQP37NEY6W,3 - The source is potentially reliable,"",HJGTECR3QR7R,4 - The source is somewhat reliable,"",MQCV6WZGCDX4,I don't know.,"",HJQ7NZ6P7XYW,4 - The source is somewhat reliable,"",VPA49GVE9GAV,2 - The source is somewhat unreliable,"",AH74XWK3GPFR,2 - The source is somewhat unreliable,"",TZF9ZHYFXAXZ
6de28f3c-dc83-4e8a-a49a-35b8d5d3f0d9,National-Vaccine-Information-Center-(NVIC)_20170616T025538.conll.annot,5,2,National Vaccine Information Center (NVIC),Astroturfers,3 - The source is potentially reliable,"",NZ94FAVGWEPR,3 - The source is potentially reliable,"",Q32F23EXZVKA,1 - The source is totally unreliable,"",2VHW4RE6AKTN,1 - The source is totally unreliable,"",Z99F437AMJC2,2 - The source is somewhat unreliable,"",64AFFXCKWR7N,4 - The source is somewhat reliable,"",EN6ADV6KQJXP,1 - The source is totally unreliable,"",VPA49GVE9GAV,4 - The source is somewhat reliable,"",AH74XWK3GPFR,3 - The source is potentially reliable,"",APKAYMEPJ3TR,4 - The source is somewhat reliable,"",K4GKD97M6XT4
47580e4d-d734-4f66-961a-69229f4330cb,latimes-com_20170628T014330.conll.annot,27,1,latimes.com,Gordon,2 - The source is somewhat unreliable,"",NZ94FAVGWEPR,4 - The source is somewhat reliable,"",PMHQP37NEY6W,2 - The source is somewhat unreliable,"",Q32F23EXZVKA,2 - The source is somewhat unreliable,"",Z99F437AMJC2,4 - The source is somewhat reliable,"",64AFFXCKWR7N,3 - The source is potentially reliable,"",HJQ7NZ6P7XYW,5 - The source is fully reliable,"",EN6ADV6KQJXP,5 - The source is fully reliable,"",VPA49GVE9GAV,3 - The source is potentially reliable,"",AH74XWK3GPFR,1 - The source is totally unreliable,"",TZF9ZHYFXAXZ
25ea913d-abfd-44b4-bc3d-9924b23d1905,sharylattkisson-com_20171001T192931.conll.annot,51,1 2 3 4 5 6 7 8 9,sharylattkisson.com,A study from Japan ’s Kinki University in 2010,3 - The source is potentially reliable,"",Z6J69GNZYEXY,4 - The source is somewhat reliable,"",NZ94FAVGWEPR,4 - The source is somewhat reliable,"",76VNAHQ9VAC3,1 - The source is totally unreliable,"",Q32F23EXZVKA,5 - The source is fully reliable,"",64AFFXCKWR7N,2 - The source is somewhat unreliable,"",2VHW4RE6AKTN,5 - The source is fully reliable,"",HJGTECR3QR7R,2 - The source is somewhat unreliable,"",MQCV6WZGCDX4,I don't know.,"",EN6ADV6KQJXP,2 - The source is somewhat unreliable,"",TZF9ZHYFXAXZ
44c7298d-e4ae-4205-ad27-6daa83ff8009,influenzareport-com_20161018T081025.conll.annot,57,30 31,www.influenzareport.com,Couch 1997,3 - The source is potentially reliable,"",NZ94FAVGWEPR,3 - The source is potentially reliable,"",76VNAHQ9VAC3,3 - The source is potentially reliable,"",PMHQP37NEY6W,2 - The source is somewhat unreliable,"",2VHW4RE6AKTN,5 - The source is fully reliable,"",HJGTECR3QR7R,5 - The source is fully reliable,"",64AFFXCKWR7N,2 - The source is somewhat unreliable,"",HJQ7NZ6P7XYW,2 - The source is somewhat unreliable,"",TZF9ZHYFXAXZ,2 - The source is somewhat unreliable,"",EN6ADV6KQJXP,I don't know.,"",VPA49GVE9GAV
241a4178-4073-422f-ac00-a79204e15ffa,sharylattkisson-com_20171001T192931.conll.annot,79,4 5 6 7 8 9 10,sharylattkisson.com,her colleagues at the Institute of Medicine,3 - The source is potentially reliable,"",Z6J69GNZYEXY,4 - The source is somewhat reliable,"",76VNAHQ9VAC3,2 - The source is somewhat unreliable,"",PMHQP37NEY6W,2 - The source is somewhat unreliable,"",2VHW4RE6AKTN,3 - The source is potentially reliable,"",Q32F23EXZVKA,1 - The source is totally unreliable,"",Z99F437AMJC2,3 - The source is potentially reliable,"",HJGTECR3QR7R,5 - The source is fully reliable,"",64AFFXCKWR7N,3 - The source is potentially reliable,"",MQCV6WZGCDX4,3 - The source is potentially reliable,"",TZF9ZHYFXAXZ
5eefcfb6-8a46-45d0-8ad6-6d8644b8775e,Kelly-Brogan-MD_20170813T110455.conll.annot,29,46 47,Kelly Brogan MD,this study,2 - The source is somewhat unreliable,"",Z6J69GNZYEXY,4 - The source is somewhat reliable,"",NZ94FAVGWEPR,3 - The source is potentially reliable,"",PMHQP37NEY6W,1 - The source is totally unreliable,"",Z99F437AMJC2,4 - The source is somewhat reliable,"",Q32F23EXZVKA,4 - The source is somewhat reliable,"",MQCV6WZGCDX4,3 - The source is potentially reliable,"",HJQ7NZ6P7XYW,1 - The source is totally unreliable,"",TZF9ZHYFXAXZ,5 - The source is fully reliable,"",EN6ADV6KQJXP,1 - The source is totally unreliable,"",VPA49GVE9GAV
6c03a584-8840-4aa7-8262-ceb0077aeabe,CNN_20170808T234859.conll.annot,14,9 10 11 12 13,CNN,nearly 88 % of pediatricians,4 - The source is somewhat reliable,"",Z6J69GNZYEXY,4 - The source is somewhat reliable,"",76VNAHQ9VAC3,2 - The source is somewhat unreliable,"",2VHW4RE6AKTN,5 - The source is fully reliable,"",HJGTECR3QR7R,4 - The source is somewhat reliable,"",64AFFXCKWR7N,4 - The source is somewhat reliable,"",MQCV6WZGCDX4,5 - The source is fully reliable,"",HJQ7NZ6P7XYW,4 - The source is somewhat reliable,"",EN6ADV6KQJXP,3 - The source is potentially reliable,"",TZF9ZHYFXAXZ,5 - The source is fully reliable,"",VPA49GVE9GAV
1a6f8d7a-a9cf-487a-ac80-46d5fc8cda0f,ThinkProgress_20160723T110700.conll.annot,8,41 42,ThinkProgress,the researchers,3 - The source is potentially reliable,"",NZ94FAVGWEPR,3 - The source is potentially reliable,"",76VNAHQ9VAC3,4 - The source is somewhat reliable,"",64AFFXCKWR7N,3 - The source is potentially reliable,"",PMHQP37NEY6W,3 - The source is potentially reliable,"",Q32F23EXZVKA,3 - The source is potentially reliable,"",Z99F437AMJC2,3 - The source is potentially reliable,"",HJGTECR3QR7R,3 - The source is potentially reliable,"",HJQ7NZ6P7XYW,4 - The source is somewhat reliable,"",EN6ADV6KQJXP,3 - The source is potentially reliable,"",TZF9ZHYFXAXZ
3a4633b9-3fc2-4db9-9890-abde5fc23955,thinktwice-com_20170627T191857.conll.annot,8,1 2 3 4 5 6 7 8,www.thinktwice.com,Most doctors I spoke to at the time,2 - The source is somewhat unreliable,"",Z6J69GNZYEXY,4 - The source is somewhat reliable,"",NZ94FAVGWEPR,2 - The source is somewhat unreliable,"",76VNAHQ9VAC3,3 - The source is potentially reliable,"",PMHQP37NEY6W,2 - The source is somewhat unreliable,"",Q32F23EXZVKA,1 - The source is totally unreliable,"",Z99F437AMJC2,2 - The source is somewhat unreliable,"",64AFFXCKWR7N,2 - The source is somewhat unreliable,"",HJGTECR3QR7R,2 - The source is somewhat unreliable,"",MQCV6WZGCDX4,3 - The source is potentially reliable,"",EN6ADV6KQJXP
205f8122-93b4-4f04-b814-aca7456dfbfb,Variety_20170614T212541.conll.annot,62,1 2 3,Variety,You chess players,2 - The source is somewhat unreliable,"",Z6J69GNZYEXY,3 - The source is potentially reliable,"",NZ94FAVGWEPR,2 - The source is somewhat unreliable,"",76VNAHQ9VAC3,3 - The source is potentially reliable,"",PMHQP37NEY6W,2 - The source is somewhat unreliable,"",Z99F437AMJC2,3 - The source is potentially reliable,"",Q32F23EXZVKA,3 - The source is potentially reliable,"",2VHW4RE6AKTN,2 - The source is somewhat unreliable,"",HJGTECR3QR7R,5 - The source is fully reliable,"",64AFFXCKWR7N,2 - The source is somewhat unreliable,"",MQCV6WZGCDX4
0e4b1597-ae97-4780-a384-5728c6ad6870,Stop-Mandatory-Vaccination_20161120T082441.conll.annot,109,3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25,Stop Mandatory Vaccination,the 2011 article “ Unanswered Questions from the Vaccine Injury Compensation Program : A Review of Compensated Cases of Vaccine-Induced Brain Injury ”,2 - The source is somewhat unreliable,"",Z6J69GNZYEXY,1 - The source is totally unreliable,"",NZ94FAVGWEPR,3 - The source is potentially reliable,"",76VNAHQ9VAC3,2 - The source is somewhat unreliable,"",PMHQP37NEY6W,1 - The source is totally unreliable,"",Z99F437AMJC2,2 - The source is somewhat unreliable,"",Q32F23EXZVKA,1 - The source is totally unreliable,"",2VHW4RE6AKTN,2 - The source is somewhat unreliable,"",64AFFXCKWR7N,3 - The source is potentially reliable,"",HJGTECR3QR7R,I don't know.,"",MQCV6WZGCDX4
12c71e86-2a2c-42d2-9391-aabf21b837fc,NaturalNews_20170628T201245.conll.annot,27,19 20 21 22 23 24 25 26 27 28 29 30 31 32,NaturalNews,"Sally Fallon Morell , president of the Weston A. Price Foundation ( WAPF )",3 - The source is potentially reliable,"",Z6J69GNZYEXY,5 - The source is fully reliable,"",NZ94FAVGWEPR,5 - The source is fully reliable,"",76VNAHQ9VAC3,4 - The source is somewhat reliable,"",PMHQP37NEY6W,4 - The source is somewhat reliable,"",2VHW4RE6AKTN,3 - The source is potentially reliable,"",Q32F23EXZVKA,1 - The source is totally unreliable,"",Z99F437AMJC2,5 - The source is fully reliable,"",HJGTECR3QR7R,2 - The source is somewhat unreliable,"",64AFFXCKWR7N,4 - The source is somewhat reliable,"",MQCV6WZGCDX4
